全新	149.95
空间	66.88
设计	59.31
采用	54.83
很	50.56
也	48.87
车型	47.92
问题	44.69
不	43.59
更	41.7
外观	40.54
非常	39.6
车展	39.25
是	35.39
？	31.1
?	31.1
将	29.58
发布	28.87
拥有	28.47
不错	28
时尚	27.76
表现	27.38
动感	26.1
配置	25.58
我	24.43
大气	24.02
异响	23.14
销量	22.97
动力	22.92
推出	22.41
造型	22.25
选择	21.75
提升	21.39
上市	20.94
提供	20.73
轴距	20.7
上	20.07
ssss	19.75
SSSS	19.75
4s店	19.75
4S店	19.75
风格	19.68
内饰	19.14
太	18.98
更加	18.93
智能	18.68
严重	18.38
最大	18.31
舒适	18.31
脸	18.14
让	18.11
喜欢	17.98
线条	17.89
车身	17.7
感觉	17.67
新一代	17.64
国庆	17.29
不仅	17.28
正式	17.26
运动	17.26
配备	16.53
操控	16.53
中国	16.52
都	16.47
成为	16.43
方面	16.36
品质	16.21
混动	16.06
市场	16
获得	15.99
安全	15.87
出现	15.73
以及	15.67
家族	15.67
带来	15.44
性能	15.41
年轻	15.28
丰富	15.13
系统	15.06
召回	15.05
大	14.97
打造	14.89
您	14.86
乘坐	14.86
作为	14.67
外形	14.57
黑色	14.54
搭配	14.48
最	14.45
发动机	14.29
机油	14.27
增长	14.07
而	13.96
还是	13.94
好	13.91
吗	13.86
比较	13.78
颜值	13.76
车	13.69
这	13.68
感	13.66
辅助	13.66
达到	13.48
解决	13.04
故障	13.04
可以	12.99
座椅	12.92
十足	12.75
实用	12.43
理念	12.3
平台	12.22
实力	11.9
体验	11.78
亮相	11.77
亮点	11.68
扭矩	11.63
混合	11.26
式	11.22
质量	11.14
点评	11.11
优势	11.05
驾乘	11.05
可	11.02
能力	11.01
配合	11
科技	10.88
高	10.87
生活	10.85
外观设计	10.82
后排	10.81
更为	10.79
稳重	10.73
方便	10.73
加上	10.69
搭载	10.61
成都	10.56
能	10.44
冠军	10.43
霸气	10.42
出色	10.35
就	10.32
目前	10.26
有点	10.25
礼	10.22
全景	10.08
品牌	10.05
性价比	10.01
绝对	9.97
存在	9.97
活动	9.96
我们	9.87
好看	9.87
实现	9.75
储物	9.74
格栅	9.62
挑战赛	9.61
具有	9.57
变速箱	9.56
变化	9.41
声音	9.36
值得	9.34
得到	9.34
有限公司	9.32
！	9.3
!	9.3
同比	9.28
有	9.26
老款	9.15
抖动	9.08
研发	8.93
最新	8.83
彰显	8.83
油耗	8.82
分享	8.82
同时	8.78
强大	8.72
开	8.69
轻松	8.68
刚刚	8.67
细节	8.62
模式	8.59
突然	8.49
独立	8.44
经济性	8.42
完成	8.38
而且	8.37
换	8.34
漏油	8.26
人	8.21
吸引	8.2
进一步	8.16
成绩	8.12
没有	8.06
充分	8.05
宽敞	8.04
家族式	8.02
空调	8
中级车	7.91
保持	7.89
刹车	7.88
灵活	7.87
导致	7.87
优点	7.83
日前	7.82
明年	7.81
之一	7.8
简约	7.74
版	7.73
感受	7.72
觉得	7.71
图	7.67
及	7.65
商务	7.59
安全性	7.58
赞	7.54
维修	7.54
改变	7.52
追求	7.51
质感	7.49
紧凑	7.47
投诉	7.45
