100000	0.44869199
100001	0.98756886
100002	0.27231523
100003	0.19279348
100004	0.80926522
100005	0.76251575
100006	0.99992103
100007	0.99999501
100008	0.99980863
100009	0.99369814
100010	0.99998660
100011	0.23881785
100012	0.79215546
100013	0.31603759
100014	0.31064650
100015	0.99980744
100016	0.49728937
100017	0.03336210
100018	1.00000000
100019	0.06524376
100020	0.99999992
100021	0.92771694
100022	0.89636948
100023	0.99999277
100024	0.99917732
100025	0.18329271
100026	0.53873570
100027	0.83086055
100028	0.99295519
100029	0.60560147
100030	0.99999993
100031	0.99858394
100032	0.42552135
100033	0.42109256
100034	0.99997090
100035	0.99999994
100036	0.95458676
100037	0.97689712
100038	0.00895961
100039	0.99471319
100040	0.10860406
100041	0.93204696
100042	0.41876941
100043	0.98902212
100044	0.04681270
100045	0.00345489
100046	0.72350807
100047	0.99900853
100048	0.96078390
100049	0.96851965
100050	0.98579915
100051	0.00004570
100052	0.27386313
100053	0.81941447
100054	0.89618055
100055	0.96012925
100056	0.04052156
100057	0.15982805
100058	0.45542358
100059	0.45663342
100060	0.03718698
100061	0.92048165
100062	0.01168790
100063	0.60575319
100064	0.99996310
100065	0.24371573
100066	0.98186032
100067	0.99946865
100068	0.00895132
100069	0.42120434
100070	0.03539747
100071	0.99893884
100072	0.92764318
100073	0.32089770
100074	1.00000000
100075	0.92244528
100076	0.99645733
100077	0.70408155
100078	0.81821775
100079	0.00365983
100080	0.65412991
100081	0.99852789
100082	0.99868630
100083	0.84698038
100084	0.99519595
100085	0.55863202
100086	0.93851875
100087	0.99999999
100088	0.48769144
100089	0.99957853
100090	0.99992766
100091	0.01899042
100092	0.00690676
100093	0.98134152
100094	0.58639449
100095	0.96511041
100096	0.76450767
100097	0.99625498
100098	0.99859123
100099	0.67778239
100100	0.99999460
100101	0.03928659
100102	0.56074804
100103	0.52882001
100104	0.97977540
100105	0.99999762
100106	0.31368377
100107	0.99303553
100108	0.84423711
100109	0.96820726
100110	0.99935666
100111	0.44767846
100112	0.99995609
100113	0.99941880
100114	0.60068113
100115	0.05640511
100116	0.99326742
100117	0.99647758
100118	0.99713110
100119	0.99899065
100120	0.09828643
100121	0.00218989
100122	1.00000000
100123	0.45716252
100124	0.19732592
100125	0.93596857
100126	0.49510836
100127	0.49926092
100128	0.56265879
100129	0.00061131
100130	0.89831348
100131	0.75620551
100132	0.01814497
100133	1.00000000
100134	0.04355617
100135	0.19901241
100136	0.96653874
100137	0.24117195
100138	0.34997227
100139	0.92708937
100140	0.04328414
100141	0.94897809
100142	0.01168924
100143	0.98473644
100144	0.76251063
100145	0.98761807
100146	0.81976954
100147	0.83467085
100148	0.64724046
100149	0.83288710
100150	0.96700847
100151	0.01840719
100152	0.99855063
100153	0.92562079
100154	0.17690246
100155	0.77084167
100156	0.96573143
100157	0.84505724
100158	0.98727958
100159	0.01804198
100160	0.97809475
100161	0.99884190
100162	0.99994559
100163	0.32243904
100164	0.15575268
100165	0.86714656
100166	0.79589315
100167	0.13944220
100168	0.99981542
100169	0.60901032
100170	0.85961844
100171	0.33523312
100172	0.99855913
100173	0.51676402
100174	0.99738697
100175	0.00104145
100176	0.75175761
100177	0.10436396
100178	0.76090549
100179	0.99998304
100180	0.29133671
100181	0.97432906
100182	0.26898878
100183	0.05904460
100184	0.99999883
100185	0.97631881
100186	0.54312685
100187	0.82955495
100188	0.01001400
100189	0.99414963
100190	0.86148677
100191	0.38867539
100192	0.87216189
100193	0.25166715
100194	0.01624806
100195	0.61962786
100196	0.99793901
100197	0.66487368
100198	0.21395633
100199	0.53801557
100200	0.99704176
100201	0.91964809
100202	0.00076608
100203	0.99994856
100204	0.99996720
100205	0.58407383
100206	0.97664774
100207	0.90974735
100208	0.24357789
100209	0.53503801
100210	0.93747517
100211	0.99948499
100212	0.85910896
100213	0.66171258
100214	0.99998371
100215	0.99923836
100216	0.99999748
100217	0.70797685
100218	0.00000773
100219	0.99997648
100220	0.06341005
100221	0.94053649
100222	0.99511692
100223	0.99151689
100224	0.40549453
100225	0.49334890
100226	0.00022444
100227	0.06199212
100228	0.98901611
100229	0.13165007
100230	0.98635563
100231	0.49509875
100232	0.99999277
100233	0.73331339
100234	0.40614885
100235	0.98903684
100236	0.98457558
100237	0.02110553
100238	0.76852823
100239	0.90694952
100240	0.99995827
100241	0.77162304
100242	0.92021077
100243	0.19694880
100244	0.99982624
100245	0.99166796
100246	0.05479116
100247	0.96351416
100248	0.25885979
100249	0.99953837
100250	0.90990833
100251	0.99779892
100252	0.79044158
100253	0.82144431
100254	0.14745653
100255	0.00048224
100256	0.86913215
100257	0.07335144
100258	0.34629856
100259	0.68716869
100260	0.99908602
100261	0.85794254
100262	0.00022247
100263	0.96998911
100264	0.89558366
100265	0.42569964
100266	0.94023054
