全新	187.47
空间	135.5
设计	94.18
很	84.76
非常	79.54
采用	74.25
外观	72.84
更	67.79
动感	60.48
时尚	59.06
大气	54.59
不错	52.72
表现	49.6
拥有	48.77
车型	43.78
提升	43.77
线条	42.26
配置	41.06
造型	38.81
销量	38.75
它	36.66
更加	35.98
舒适	35.92
操控	34.6
风格	33.86
不	33.66
不仅	33.12
乘坐	32.12
动力	32.01
智能	31.86
丰富	31.85
品质	31.34
年轻	31.08
喜欢	30.85
十足	30.83
搭配	30.45
外形	29.92
脸	29.65
实用	29.54
颜值	29.16
选择	28.99
带来	28.68
内饰	28.21
增长	28.1
安全	27.31
驾乘	27.26
让	27.15
~	26.94
提供	26.76
辅助	26.63
问题	26.37
运动	26.24
感	25.8
感觉	25.71
稳重	25.41
配备	25.38
储物	25.25
配合	24.69
性能	24.56
上	24.5
车身	24.09
实力	24.07
彰显	23.93
充分	23.01
出色	22.97
能力	22.55
霸气	22.16
外观设计	21.89
成为	21.85
亮点	21.41
方面	21.32
轴距	21.31
理念	20.93
家族	20.91
最	20.76
座椅	20.72
优势	20.67
更为	20.4
方便	20.38
系统	20.34
经济性	20.27
点评	20.24
简约	20.23
绝对	20.18
作为	20.14
强大	19.96
比较	19.85
灵活	19.77
好看	19.77
赞	19.45
具有	19.39
上市	19.31
好	19.14
科技	19.07
以及	19.05
有效	18.86
获得	18.56
性价比	18.5
加上	18.29
中国	18.28
宽敞	18.12
同比	18.1
式	18.09
后排	18.05
大	18.03
太	17.91
都	17.87
市场	17.63
质感	17.57
安全性	17.52
SUV	17.48
新一代	17.45
掀	17.41
达到	17.35
得到	17.31
操控性	17.12
还是	17.03
轻松	16.96
性	16.94
格栅	16.76
冠军	16.72
将	16.71
沉稳	16.59
省心	16.56
值得	16.55
车展	16.46
黑色	16.41
保障	16.28
最大	16.16
体验	16.13
细节	16.1
优点	15.83
强劲	15.74
可以	15.72
吸引	15.71
无论是	15.52
立体	15.42
保持	15.36
而	15.22
高效	15.16
独立	14.95
挺不错	14.77
尾灯	14.51
很好	14.39
轿	14.33
优雅	14.29
视觉效果	14.29
能	14.26
喜爱	14.09
运动感	14.06
足够	14.03
实现	13.91
家庭	13.9
高	13.85
全景	13.84
打造	13.81
够	13.79
漂亮	13.72
良好	13.71
贴心	13.61
车	13.56
气质	13.46
流畅	13.46
强度	13.42
体现	13.4
生活	13.37
这	13.36
而且	13.23
温度	13.18
青睐	13.18
精致	13.15
油耗	13.13
超高	12.99
背式	12.99
之一	12.92
先进	12.91
可	12.89
领先	12.85
推出	12.79
硬朗	12.7
取得	12.7
扭矩	12.69
侧面	12.61
确保	12.56
满意	12.56
完美	12.48
同时	12.33
进一步	12.29
展现	12.26
精准	12.16
身高	12.09
腰线	12.01
老款	12
前脸	11.91
用户	11.9
车顶	11.88
质量	11.83
大幅	11.73
成绩	11.67
很漂亮	11.66
氛围	11.66
年轻人	11.65
低油耗	11.43
商务	11.2
耐看	11.2
最好	11.18
充足	11.16
做工	11.13
满足	11.11
家族式	11.09
智行	11.08
镀铬	11.02
整体	11.01
魅力	10.97
审美	10.93
发动机	10.9
挺	10.89
更是	10.88
卓越	10.85
家用	10.76
搭载	10.76
乘员	10.7
这辆	10.68
过滤	10.68
工艺	10.58
指向	10.56
优异	10.56
融合	10.56
口碑	10.48
真皮	10.47
所	10.43
混动	10.36
赢得	10.32
轮廓	10.32
激情	10.32
中级车	10.29
使得	10.28
驾驭	10.28
稳定	10.25
感受	10.2
依然	10.19
简洁	10.18
外表	10.15
不失	10.15
角度	10.12
省油	10.1
追求	10.06
营造	10.05
品牌	10.02
觉得	9.98
空调	9.97
灵动	9.9
更具	9.9
充满	9.9
同级	9.79
确实	9.77
消费者	9.73
级车	9.72
智慧	9.7
疲劳	9.7
担当	9.7
需求	9.63
宽	9.61
可谓	9.61
清晰	9.6
人	9.59
就	9.58
平台	9.57
表扬	9.52
变化	9.51
综合	9.5
首选	9.49
气息	9.49
驾驶者	9.49
出现	9.48
越级	9.44
棱角分明	9.44
好评	9.44
大方	9.44
前大灯	9.33
舒服	9.28
重要	9.26
座舱	9.25
力量感	9.25
多媒体	9.25
是因为	9.22
细腻	9.19
满分	9.19
饱满	9.19
动态	9.14
月销量	9.1
调节	9.09
更多	9.06
得益于	9.03
功能	9.02
驾驶员	9.01
距离	8.99
特点	8.94
真的	8.93
开	8.93
技术	8.93
人性化	8.9
车头	8.9
刚刚	8.86
陪伴	8.85
耐用	8.85
楼主	8.85
创新	8.75
乘客	8.73
舒适性	8.72
增幅	8.71
优化	8.71
前卫	8.71
贯穿	8.71
铝合金	8.69
4S店	8.62
世界	8.6
照明	8.57
展现出	8.57
惬意	8.57
传递	8.57
4s店	8.56
宽大	8.55
加长	8.46
个性	8.44
位置	8.42
材质	8.42
实用性	8.4
赞助商	8.37
便捷	8.37
有	8.36
平直	8.36
头部	8.33
环境	8.33
改变	8.33
元素	8.32
高强度	8.31
周到	8.27
骄傲	8.27
泊车	8.27
后备	8.24
中	8.18
高性能	8.15
能够	8.14
值得一提的是	8.12
增加	8.12
现款	8.08
面积	8.07
符合	8.05
眼球	8.01
帅	8.01
视觉	8.01
出众	8.01
及	7.98
目前	7.97
方向盘	7.95
眼前一亮	7.91
严谨	7.91
稳定性	7.91
奥运	7.91
suv	7.9
就是	7.87
犀利	7.86
后备箱	7.85
尤其	7.84
神车	7.84
连续	7.79
高品质	7.79
超大	7.79
标杆	7.79
银色	7.77
累计	7.75
简单	7.73
一体式	7.71
没的说	7.71
评价	7.68
传统	7.68
最新	7.66
稳健	7.62
没话说	7.62
空气质量	7.62
肌肉	7.62
储物格	7.62
热销	7.57
路况	7.57
有点	7.54
省	7.54
王者	7.53
轻量化	7.53
发布	7.53
传承	7.53
总结	7.52
环保	7.52
时	7.5
血统	7.47
响应	7.47
回头率	7.47
便利	7.47
强	7.46
特别	7.43
明显	7.43
豪华	7.41
深受	7.35
韧性	7.35
气场	7.35
静谧	7.35
横拉式	7.35
勾勒	7.35
第一印象	7.35
水准	7.34
突破	7.32
红色	7.31
前排	7.3
首款	7.27
人们	7.23
效果	7.22
精神	7.19
激光	7.19
没有	7.18
无需	7.17
深刻	7.17
恒温	7.17
厢	7.12
幻速	7.12
很高	7.12
平顺	7.08
模式	7.03
享受	7.01
我们	7
向上	6.92
极具	6.9
行驶	6.87
原因	6.86
活力	6.86
变道	6.85
者	6.79
还	6.77
抢眼	6.76
均衡	6.76
整车	6.74
起步	6.73
兼顾	6.72
最为	6.71
？	6.71
上半年	6.7
驾驶	6.69
图	6.68
变速箱	6.68
中国女排	6.67
有助于	6.67
压抑感	6.67
精度	6.67
腿部	6.65
突出	6.65
使	6.65
！	6.65
转向	6.61
栅	6.6
形	6.59
燃油	6.59
拉风	6.59
尽显	6.59
分配	6.59
版	6.53
车内	6.52
看起来	6.46
度	6.46
足以	6.45
效率	6.45
面子	6.45
此外	6.45
有型	6.44
稳居	6.44
特征	6.44
极佳	6.44
很足	6.44
乘车	6.44
扎实	6.43
肯定	6.4
秉承	6.4
装饰	6.39
再	6.38
外	6.37
说	6.36
宽裕	6.35
紧凑	6.35
亦	6.34
以往	6.34
内部	6.27
功率	6.26
国家	6.25
相当	6.2
惊艳	6.19
按键	6.19
合作伙伴	6.18
底盘	6.18
认可	6.16
独特	6.16
进气	6.14
互联	6.14
亮相	6.13
结合	6.11
乘用车	6.08
显得	6.04
熟悉	6.02
天气	6.01
踏实	6.01
受欢迎	6.01
风阻	6.01
不俗	6.01
加速	6
相信	5.97
完全	5.95
差	5.95
极致	5.94
住	5.93
远近	5.93
全家	5.93
尽	5.93
合理	5.93
但是	5.93
刹车	5.91
不少	5.88
比例	5.82
操作	5.79
柱	5.73
制动	5.73
布局	5.73
抓地	5.71
新高	5.71
细致	5.71
润滑油	5.71
排球队	5.71
淋漓尽致	5.71
可圈可点	5.71
精湛	5.71
精车	5.71
格调	5.71
高保真	5.71
放置	5.71
二郎腿	5.71
大大的	5.71
创下	5.71
处处	5.71
出差	5.71
宝座	5.71
进行	5.7
继续	5.67
产品	5.64
当然	5.62
印象	5.6
无论	5.59
算是	5.59
历经	5.58
从而	5.58
形象	5.55
保留	5.55
增添	5.54
信赖	5.54
头灯	5.54
驾驶席	5.54
自如	5.53
一见钟情	5.53
细心	5.53
无可挑剔	5.53
平底	5.53
满意度	5.53
绿色	5.53
坚实	5.53
呼应	5.53
很爽	5.53
当之无愧	5.53
充分考虑	5.53
峰值	5.51
出行	5.51
折叠	5.48
激烈	5.48
爱	5.48
用料	5.46
横向	5.46
下	5.45
充沛	5.44
娱乐	5.43
历史	5.42
避免	5.4
自由	5.37
水平	5.37
很大	5.36
需	5.32
保证	5.3
延伸	5.28
内涵	5.28
作	5.27
帅气	5.27
实惠	5.27
内部空间	5.27
集成	5.27
一直	5.24
特色	5.24
看到	5.22
最佳	5.21
那	5.2
姿态	5.17
有着	5.17
熏黑	5.17
线性	5.17
爽	5.17
凌厉	5.17
堪称	5.17
家用车	5.17
个头	5.17
表面	5.17
智能化	5.16
放倒	5.16
起来	5.1
小结	5.03
标准	5.03
其	5
自身	4.99
高端	4.98
无法	4.97
核心	4.97
各个	4.97
经历	4.95
热	4.93
主动	4.92
弯道	4.92
引领	4.91
留下	4.91
出	4.91
最爱	4.85
心情	4.85
脱胎换骨	4.85
鲨鱼	4.85
平稳	4.85
亮丽	4.85
集成式	4.85
飞翼	4.85
称号	4.85
油门	4.84
实时	4.84
支撑	4.83
日常	4.83
即可	4.78
完成	4.77
规整	4.77
最型	4.76
织物	4.76
增长点	4.76
硬汉	4.76
一应俱全	4.76
一如既往	4.76
业界	4.76
无与伦比	4.76
位居	4.76
脱颖而出	4.76
碰撞	4.76
领跑	4.76
刚毅	4.76
月均	4.75
小觑	4.75
深深	4.75
相比	4.73
国内	4.73
所有	4.71
跨界	4.71
饰	4.69
实在	4.69
档	4.68
不用	4.65
助威	4.63
张力	4.63
炫目	4.63
小巧	4.63
外部	4.63
睡	4.63
前后轮	4.63
瀑式	4.63
内敛	4.63
米色	4.63
宽阔	4.63
极为	4.63
激增	4.63
激进	4.63
魂动	4.63
对得起	4.63
充裕	4.63
层次感	4.63
不同	4.63
被动	4.63
主角	4.62
据说	4.62
创造	4.62
尾部	4.61
增强	4.57
炫酷	4.57
年度	4.57
目标	4.57
缸内	4.57
成熟	4.57
播放	4.57
您	4.56
德	4.56
不好	4.55
适合	4.54
中央	4.53
这样	4.53
男人	4.52
家人	4.47
英寸	4.46
全系	4.46
总体	4.45
优秀	4.45
迅速	4.45
模块化	4.45
来	4.45
传奇	4.45
控制	4.44
天窗	4.43
人生	4.41
征服	4.4
一方面	4.4
提前	4.4
攀升	4.4
卖点	4.4
格局	4.4
大胆	4.4
毕业	4.4
时代	4.38
指导价	4.37
饮料	4.36
一共	4.36
炫	4.36
女子	4.36
摩登	4.36
亮眼	4.36
精髓	4.36
减轻	4.36
后	4.36
隔热	4.36
大人	4.36
布置	4.36
榜首	4.36
与此同时	4.35
电动	4.35
监测	4.34
增压	4.33
并且	4.33
重量	4.31
降低	4.31
顿挫	4.31
混合	4.28
研发	4.27
大型	4.27
城市	4.27
基础	4.26
活动	4.26
杠杠	4.2
当初	4.19
在于	4.18
坐	4.16
人群	4.15
广泛	4.15
悬架	4.14
时候	4.13
车子	4.13
判断	4.12
广	4.12
打动	4.12
异响	4.09
灵敏	4.07
了解	4.05
哈哈	4.04
车速	4.03
独有	4.02
虽然	4.01
受	4.01
没	4.01
周全	4
型面	4
世界杯	4
色彩	4
荣获	4
前列	4
媲美	4
马路上	4
流线型	4
立体感	4
佼佼者	4
毫不犹豫	4
感知	4
队	4
触摸	4
杯架	4
New	4
较	3.99
茶哥	3.99
安心	3.99
四门	3.98
配有	3.98
照顾	3.97
相应	3.97
显著	3.97
饰条	3.97
靓丽	3.97
看出	3.97
降噪	3.97
给出	3.97
错	3.97
够用	3.95
始终	3.94
内	3.94
组	3.9
条	3.9
双擎	3.9
出门	3.9
变	3.9
专属	3.89
相同	3.89
轮毂	3.89
可变	3.89
